"image","xmin","ymin","xmax","ymax","label"
"14_udar_munje_004_high.jpg",62.70481049562682,14.277056277056277,305.3637026239067,379.60173160173156,"Alan Ford"
"14_udar_munje_004_high.jpg",228.9555393586006,89.86147186147186,515.6960641399417,377.9220779220779,"Bob Rok"
"14_udar_munje_004_low.jpg",46.751457725947525,32.75324675324675,302.84475218658895,377.9220779220779,"Alan Ford"
"14_udar_munje_004_low.jpg",270.0983965014577,76.00432900432901,568.5940233236151,380.4415584415584,"Bob Rok"
"14_udar_munje_005_high.jpg",241.13046647230323,65.5064935064935,523.6727405247814,382.9610389610389,"Alan Ford"
"14_udar_munje_005_high.jpg",73.20043731778426,81.88311688311688,223.07798833819243,355.24675324675326,"Bob Rok"
"14_udar_munje_005_low.jpg",343.1479591836735,95.32034632034632,465.7368804664723,381.28138528138527,"Alan Ford"
"14_udar_munje_006_high.jpg",16.524052478134113,55.00865800865801,300.3258017492712,382.961038961039,"Alan Ford"
"14_udar_munje_006_low.jpg",269.25874635568516,49.12987012987013,563.5561224489796,380.44155844155847,"Alan Ford"
"14_udar_munje_007_high.jpg",152.96720116618076,64.66666666666667,404.0225947521866,270.42424242424244,"Alan Ford"
"14_udar_munje_012_low.jpg",288.9905247813411,16.376623376623375,563.5561224489795,378.76190476190476,"Alan Ford"
"14_udar_munje_013_high.jpg",246.1683673469388,38.21212121212121,550.9613702623907,341.8095238095238,"Alan Ford"
"14_udar_munje_013_low.jpg",13.165451895043732,69.28571428571428,286.05174927113706,377.9220779220779,"Alan Ford"
"14_udar_munje_014_high.jpg",318.7981049562682,47.45021645021645,561.8768221574344,380.021645021645,"Alan Ford"
"14_udar_munje_014_low.jpg",15.26457725947522,118.41558441558442,228.5357142857143,378.76190476190476,"Alan Ford"
"14_udar_munje_015_high.jpg",236.93221574344025,112.11688311688312,560.6173469387755,381.28138528138527,"Alan Ford"
"14_udar_munje_015_low.jpg",18.203352769679302,67.18614718614718,341.4686588921283,355.6666666666667,"Alan Ford"
"14_udar_munje_016_high.jpg",68.1625364431487,94.06060606060606,298.22667638483966,267.06493506493507,"Alan Ford"
"14_udar_munje_017_low.jpg",227.2762390670554,24.354978354978353,564.3957725947522,378.34199134199133,"Alan Ford"
"14_udar_munje_017_high.jpg",95.45116618075802,168.3852813852814,336.01093294460645,361.12554112554113,"Alan Ford"
"14_udar_munje_016_low.jpg",16.94387755102041,55.42857142857143,263.38119533527697,377.50216450216453,"Alan Ford"
"14_udar_munje_018_high.jpg",168.08090379008746,17.216450216450216,561.4569970845481,378.34199134199133,"Alan Ford"
"14_udar_munje_019_high.jpg",18.6231778425656,172.58441558441558,237.77186588921285,387.5800865800866,"Alan Ford"
"14_udar_munje_019_low.jpg",16.94387755102041,13.437229437229437,552.2208454810495,384.22077922077926,"Alan Ford"
"14_udar_munje_020_high.jpg",14.424927113702624,96.16017316017316,342.72813411078715,382.5411255411255,"Alan Ford"
"14_udar_munje_022_low.jpg",157.16545189504373,91.54112554112554,344.40743440233234,378.76190476190476,"Alan Ford"
"14_udar_munje_023_low.jpg",58.50655976676385,60.047619047619044,361.6202623906706,377.9220779220779,"Alan Ford"
"14_udar_munje_023_high.jpg",281.0138483965015,41.99134199134199,564.3957725947522,382.9610389610389,"Alan Ford"
"14_udar_munje_024_high.jpg",247.84766763848398,30.233766233766232,561.8768221574344,381.7012987012987,"Alan Ford"
"14_udar_munje_024_low.jpg",16.524052478134113,131.85281385281385,351.9642857142858,377.9220779220779,"Alan Ford"
"14_udar_munje_025_high.jpg",295.70772594752185,25.194805194805195,564.3957725947522,382.961038961039,"Alan Ford"
"14_udar_munje_025_low.jpg",133.65524781341108,16.376623376623375,319.63775510204084,378.34199134199133,"Alan Ford"
"14_udar_munje_026_high.jpg",16.94387755102041,53.32900432900433,264.2208454810496,380.021645021645,"Alan Ford"
"14_udar_munje_026_high.jpg",188.23250728862973,16.376623376623375,482.5298833819242,380.02164502164504,"Sir Oliver"
"14_udar_munje_026_low.jpg",274.716472303207,69.7056277056277,563.9759475218659,378.76190476190476,"Alan Ford"
"14_udar_munje_026_low.jpg",67.7427113702624,102.87878787878788,220.13921282798833,324.17316017316017,"Sir Oliver"
"14_udar_munje_027_high.jpg",173.95845481049562,53.74891774891775,561.4569970845481,382.1212121212121,"Alan Ford"
"14_udar_munje_027_low.jpg",16.94387755102041,81.46320346320346,297.8068513119534,378.34199134199133,"Alan Ford"
"14_udar_munje_028_high.jpg",14.424927113702624,98.67965367965368,256.6639941690962,381.28138528138527,"Alan Ford"
"14_udar_munje_028_low.jpg",285.21209912536443,44.51082251082251,550.121720116618,368.26406926406924,"Alan Ford"
"14_udar_munje_029_high.jpg",225.17711370262393,10.077922077922079,520.7339650145773,381.28138528138527,"Alan Ford"
"14_udar_munje_029_low.jpg",16.104227405247816,2.0995670995670994,277.65524781341105,372.46320346320346,"Alan Ford"
"14_udar_munje_030_low.jpg",381.77186588921285,3.779220779220779,560.6173469387755,372.8831168831169,"Alan Ford"
"14_udar_munje_031_high.jpg",103.84766763848397,54.58874458874459,330.55320699708454,366.5844155844156,"Broj 1"
"14_udar_munje_031_high.jpg",326.7747813411079,10.077922077922079,505.6202623906706,180.98268398268397,"Sef"
"14_udar_munje_031_high.jpg",459.8593294460642,6.7186147186147185,564.8155976676385,165.44588744588745,"Jeremija"
"14_udar_munje_031_high.jpg",345.24708454810497,160.82683982683983,561.8768221574344,373.7229437229437,"Bob Rok"
"14_udar_munje_031_low.jpg",16.524052478134113,54.58874458874459,337.27040816326536,359.86580086580085,"Broj 1"
"14_udar_munje_031_low.jpg",371.5451895043732,108.33766233766234,568.1741982507289,377.08225108225105,"Bob Rok"
"14_udar_munje_032_high.jpg",96.1399416909621,49.12987012987013,334.18075801749274,273.7835497835498,"Broj 1"
"14_udar_munje_032_low.jpg",260.4424198250729,129.33333333333334,562.2966472303207,373.72294372294374,"Bob Rok"
"14_udar_munje_032_low.jpg",19.043002915451897,27.714285714285715,259.182944606414,311.15584415584414,"Broj 1"
"14_udar_munje_033_high.jpg",16.524052478134113,115.8961038961039,205.44533527696794,363.2251082251082,"Grunf"
"14_udar_munje_033_high.jpg",120.22084548104957,110.43722943722943,375.4744897959184,367.00432900432895,"Jeremija"
"14_udar_munje_033_high.jpg",314.5998542274053,81.88311688311688,563.1362973760934,343.4891774891775,"Alan Ford"
"14_udar_munje_033_low.jpg",173.11880466472303,38.21212121212121,565.2354227405248,360.7056277056277,"Broj 1"
"14_udar_munje_034_high.jpg",87.05466472303208,63.4069264069264,438.0284256559767,361.54545454545456,"Broj 1"
"14_udar_munje_034_low.jpg",236.51239067055394,40.73160173160173,567.7543731778426,370.7835497835498,"Broj 1"
"14_udar_munje_034_low.jpg",14.005102040816327,33.59307359307359,227.2762390670554,179.7229437229437,"Sef"
"14_udar_munje_034_low.jpg",13.58527696793003,149.48917748917748,233.99344023323619,377.0822510822511,"Bob Rok"
"14_udar_munje_035_high.jpg",309.981778425656,94.06060606060606,565.2354227405248,378.76190476190476,"Broj 1"
"14_udar_munje_037_high.jpg",290.6698250728863,74.74458874458874,550.121720116618,304.4372294372294,"Broj 1"
"14_udar_munje_037_low.jpg",294.02842565597666,79.36363636363636,561.8768221574344,300.23809523809524,"Broj 1"
"14_udar_munje_042_high.jpg",176.4774052478134,115.05627705627705,412.8389212827989,356.9264069264069,"Broj 1"
"14_udar_munje_046_low.jpg",267.99927113702626,60.887445887445885,564.8155976676385,378.76190476190476,"Broj 1"
"14_udar_munje_047_high.jpg",286.47157434402334,38.21212121212121,553.0604956268221,353.56709956709955,"Broj 1"
"14_udar_munje_047_high.jpg",136.59402332361518,91.12121212121212,314.18002915451893,298.5584415584416,"Alan Ford"
"14_udar_munje_047_high.jpg",16.524052478134113,52.069264069264065,200.40743440233237,203.65800865800867,"Sef"
"14_udar_munje_047_high.jpg",16.104227405247816,178.46320346320346,242.80976676384842,372.46320346320346,"Bob Rok"
"14_udar_munje_047_low.jpg",26.18002915451895,182.24242424242425,239.45116618075804,365.7445887445888,"Bob Rok"
"14_udar_munje_047_low.jpg",146.25,66.34632034632034,341.04883381924196,247.3290043290043,"Alan Ford"
"14_udar_munje_047_low.jpg",340.2091836734694,60.887445887445885,565.655247813411,332.57142857142856,"Broj 1"
"14_udar_munje_048_high.jpg",16.104227405247816,166.7056277056277,278.0750728862974,377.9220779220779,"Bob Rok"
"14_udar_munje_048_high.jpg",296.5473760932945,153.26839826839827,561.8768221574344,379.1818181818182,"Bob Rok"
"14_udar_munje_048_low.jpg",17.363702623906708,146.54978354978354,259.6027696793003,368.68398268398266,"Bob Rok"
"14_udar_munje_048_low.jpg",297.38702623906704,99.51948051948052,455.24125364431484,280.5021645021645,"Alan Ford"
"14_udar_munje_048_low.jpg",322.9963556851312,196.5194805194805,562.2966472303208,377.5021645021645,"Bob Rok"
"14_udar_munje_049_high.jpg",281.85349854227405,78.52380952380952,562.716472303207,379.1818181818182,"Sef"
"14_udar_munje_049_low.jpg",239.87099125364432,48.290043290043286,550.121720116618,351.8874458874459,"Sef"
"14_udar_munje_050_high.jpg",243.2295918367347,60.047619047619044,447.26457725947523,265.8051948051948,"Alan Ford"
"14_udar_munje_050_high.jpg",23.24125364431487,61.307359307359306,209.2237609329446,307.79653679653677,"Bob Rok"
"14_udar_munje_050_low.jpg",320.4774052478134,31.073593073593074,569.4336734693877,303.1774891774892,"Bob Rok"
"14_udar_munje_050_low.jpg",190.33163265306123,7.558441558441558,333.9118075801749,204.07792207792207,"Alan Ford"
"14_udar_munje_050_low.jpg",36.67565597667639,10.917748917748918,240.71064139941691,228.01298701298703,"Sef"
"14_udar_munje_051_high.jpg",48.01093294460642,103.71861471861472,249.94679300291546,281.76190476190476,"Bob Rok"
"14_udar_munje_051_high.jpg",152.96720116618076,15.956709956709956,438.448250728863,215.4155844155844,"Sef"
"14_udar_munje_051_low.jpg",194.9497084548105,43.25108225108225,493.4453352769679,315.7748917748918,"Sef"
"14_udar_munje_052_high.jpg",266.31997084548107,28.974025974025974,548.0225947521866,209.95670995670994,"Sef"
"14_udar_munje_052_high.jpg",24.92055393586006,108.75757575757575,420.81559766763854,365.7445887445887,"Bob Rok"
"14_udar_munje_052_low.jpg",173.53862973760934,31.493506493506494,501.0021865889213,322.0735930735931,"Sir Oliver"
"14_udar_munje_053_high.jpg",220.97886297376095,60.887445887445885,435.92930029154525,374.98268398268397,"Sir Oliver"
"14_udar_munje_053_high.jpg",401.0838192419825,81.46320346320346,565.2354227405248,299.3982683982684,"Sef"
"14_udar_munje_053_high.jpg",17.783527696793005,192.32034632034632,170.18002915451896,381.28138528138527,"Grunf"
"14_udar_munje_053_low.jpg",192.01093294460642,30.653679653679653,500.582361516035,379.1818181818182,"Alan Ford"
"14_udar_munje_054_high.jpg",343.98760932944606,134.7922077922078,562.2966472303207,385.06060606060606,"Alan Ford"
"14_udar_munje_055_high.jpg",19.88265306122449,78.52380952380952,294.8680758017493,379.6017316017316,"Alan Ford"
"14_udar_munje_055_low.jpg",35.836005830903794,78.1038961038961,273.0371720116618,374.1428571428571,"Alan Ford"
"14_udar_munje_056_high.jpg",149.60860058309038,103.2987012987013,310.4016034985423,368.26406926406924,"Alan Ford"
"14_udar_munje_056_low.jpg",17.363702623906708,30.653679653679653,179.4161807580175,289.7402597402597,"Alan Ford"
"14_udar_munje_057_high.jpg",173.95845481049562,42.83116883116883,471.19460641399417,375.8225108225108,"Alan Ford"
"14_udar_munje_057_low.jpg",16.524052478134113,103.2987012987013,186.55320699708454,315.7748917748918,"Alan Ford"
"14_udar_munje_059_high.jpg",42.133381924198254,41.15151515151515,302.42492711370267,313.67532467532465,"Alan Ford"
"14_udar_munje_059_low.jpg",13.58527696793003,61.307359307359306,177.73688046647231,314.5151515151515,"Alan Ford"
"14_udar_munje_060_high.jpg",268.41909620991254,76.84415584415584,563.5561224489795,298.97835497835496,"Alan Ford"
"14_udar_munje_061_high.jpg",304.9438775510204,51.64935064935065,562.2966472303208,309.05627705627705,"Alan Ford"
"14_udar_munje_061_low.jpg",29.118804664723033,8.398268398268398,248.68731778425658,247.3290043290043,"Alan Ford"
"14_udar_munje_062_high.jpg",306.2033527696793,49.12987012987013,560.1975218658893,309.8961038961039,"Alan Ford"
